Image ID,vehicle.n.01,timepiece.n.01,electronic_equipment.n.01,plaything.n.01,building.n.01,clothing.n.01,animal.n.01,writing_implement.n.01,kitchen_utensil.n.01,furniture.n.01,food.n.01,musical_instrument.n.01,weapon.n.01,sun.n.01,jewelry.n.01,body_of_water.n.01,plant.n.02,hand_tool.n.01,sky.n.01,tableware.n.01,bag.n.01,home_appliance.n.01,mountain.n.01,body_part.n.01,person.n.01
4e594d20ad2df3f3,1,,,,1,1,,,,1,1,,,,,,,,,,1,1,,1,1
4e1967971a50a149,,,,,1,1,,,,1,,,,,,,,,,,1,,,1,1
4ef67ac4fca2ac25,,,,,,,1,,1,1,1,,,,,,,,,1,,,,1,
4f6a83e30528e176,,,,,,,1,,,,,,,,,1,1,,,,,,,1,
4f8e444abe6d1c8d,,,,,,1,,,,,,,,,,,1,,,,,,,1,1
4f55af633bb87578,,,,,,1,,,,,,,,,,,1,,1,,,,,1,1
4f245e960edcb1c5,,,,,,1,1,,,,,,,,,,,,,,1,,,1,1
4f443bae34545b88,1,,,,,1,,,,,,,,,,,,,1,,1,,,1,1
4f36317f76d37fe2,,,,,,1,,,,1,1,,,,,,,,,,1,,,1,1
4f67570c88634d15,,,1,,,,,,,1,,,,,,,,,,,,,,,
4f7690139c7e633b,,1,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
4fb9e52892a01f31,1,,,,,1,,,,,,,,,,,,,,,,,1,1,1
4fbbe82d1c5a0104,1,,,,,1,,,,1,1,,,,,,1,,,,1,,,1,1
4fcd7532594c92f1,,,,,1,,,,,1,,,,,,1,1,,1,,,,1,,
4fd0e48966ed1ddd,,,,,1,1,,,,1,1,,,,,,,,,1,,,,1,1
4ff048cb21b750c3,,,,,,1,,,,1,,,,,1,1,1,,,,,,,1,1
05ab8cb823b8df06,,,,,,,,,,,,,,,,1,1,,1,,,,1,,
05b912dc7c89afce,1,,,,1,1,,,,,,,,,,,,,1,,,,,1,1
05c92ecbfdca9abf,,,1,,,,,,,,,,,,,,,,,,,,,,
05e7b12801b04f21,,,,,,,,,,,,,,,,,1,,,,,,,,
5a2ca01b68aa4f1b,,1,,,1,,,,,,,,,,,,,,1,,,,,,
5a4e303895582f91,,,,,,1,,,,1,,,,,1,,1,,,,,,,1,1
5a7fad21adae49e1,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
5a9a8074672c223e,,,,,1,1,,,1,1,1,,,,,,,,,1,1,,,1,1
5a9f2a6334c018a9,,,,,1,,1,,,1,,,,,,,,,,,1,,,,
5a11b54824f4f8aa,,,,,,,,,,,,,,,,,,,,,,,,,
5a65f6f83e486408,,,,,1,,,,,1,,,,,,,,,1,,,,,,
5a99aec5b365ef34,,,,,,,,,,,,,,,,,1,,1,,,,,,
5a149d74731d8fcf,,,,,1,1,,,,,,,,,,,1,,1,,1,,,1,1
5a9251f044e3f154,,,,,,,,,,1,1,,,,,,1,,,1,,,,,
5a977274b024c7f9,,,,,,,,,,1,,,,,,,,,,,,,,,
5acdde7e3cb11a73,,,,,,,,,,,,,,,,,,,,,,,,,
5aeda7eb64004422,,,,,,,,,,,,,,,,,,,1,,,,,,
5aedbaeee418e3dd,,,1,,1,1,,,,1,,,,,,,,,,,,,,1,1
5b3a63f2c338b936,,,,,,,,,,,,,,,,,,,,1,,,,,
5b9e663a6831ec69,,,,,,,,,,1,1,,,,,,,,,1,,,,,
5b037fc9857cae49,,,,,1,1,1,,,1,1,,,,,,,,,,,,,1,1
5b53e6e6d0f3f878,1,,1,,1,,,,,,,,,,,,1,,1,,,,1,,1
5b86e93f8654118a,,,,,1,1,,,,,,,,,,,,,,,,,,1,1
5b37061c1514c7e7,1,,,,1,1,,,,,,,,,,,,,,,,,,1,1
5b016584433c9848,,,,,1,,,,,,,,,,,,1,,,,,,,,1
5bebc7c1a8067ff0,,,,,,,1,,,,,,,,,,1,,,,,,,1,
5bf0243f9bf6714e,1,,,,1,1,,,,,,,,,,,1,,1,,,,1,1,1
5c2db20791a191ca,,,,,1,,,,,1,,,,1,,,1,,1,1,,,,,1
5c4e2e3325126c3f,,,,,1,,,,,,,,,,,,1,,1,,,,,,
5c9c65a628e8f585,,,1,,,,,,,1,,,,,,,1,,,,,,,,
5c842ea39b26da74,1,,,,1,,1,,,,,,,,,,1,,1,,,,,,
5c585630fe0d1868,,1,1,,,,,,,1,,,,,,,,,,,,,,1,1
5ca0c651d44aaa56,,,,,,,1,,,,,,,,,,1,,,,,,,1,
5cb532f838cf5a5c,,,,,1,,,,,1,,,,,,,,,,,1,,,,
5cef80437dd9c712,,,,,,,,,,,,,,,,,1,,1,,,,1,,
5cfb51f5d8dac915,,,,,1,1,,,,,,,,1,,,1,,1,,,,1,1,1
5d0bc0f07b602511,,,,,1,,,,,,,,,,,,1,,1,,,,,,
5d0c072c3ba838ce,1,,,,1,1,,,,1,,,,,1,,1,,1,,1,,,1,1
5d1ff6eb76864cba,,1,,,1,,,,,1,,,,,,,,,,,,,,,
5d049dc4bf4fb743,1,,,,1,,,,,,,,,,,1,1,,1,,,,,,1
5d395d237e9d377c,,,,,1,,,,,1,,,,,,,1,,1,,,,,,1
5d800a8359db5326,,,,1,,,,,,,,,,,,1,,,1,,,,,,
5d246094aba4c996,,,,,,,,,,,,,,,,,1,,1,,,,,,
5dadcfb84ed30789,,,,,1,,,,,,,,,,,,,,,,,,,,
5dd4d6073e03ea1b,1,,,,,,,,,,,,,,,1,1,,1,,,,1,,
5dd5cc2bffab9fd5,,,,,,1,,,,,,,,,,,1,,1,,1,,1,1,1
5de5c14ede9e240a,1,,,,1,,,,,,,,,,,,,,1,,,,,,
5de60feeb0346bc6,,,,,1,,,,,1,,,,,,1,1,,1,,,,1,,
5df8c1d42709cdda,,,,,,,,,,,,,,,,1,1,,1,,,,,,
5e5d9a3dc40bc66b,,,,,1,1,,,,,,,,,,,1,,1,,1,,,1,1
5e6cd6407621e931,,,,,1,,,,,1,,,,,,,1,,,,,,,,
5e6d0525d1e50b49,,,,,,,1,,,1,,,,,,,,,,,,,,1,
5e7bd7e80c8b22d0,1,,,,,,,,,,,,,,,1,1,,1,,,,1,,
5e7f8d69436480c2,,,,,1,1,,,,1,1,,,,,,,,,,,,,1,1
5e11ffe3449bc141,,,,,,1,,,,,,,,,,,,,1,,,,,1,1
5e36cfc39781b873,1,,,,1,1,,,,1,,,,,,,1,,,,1,,,,1
5e65b06b97ed874b,,,,,1,,,,,1,,,,,,,1,,1,,,,,,
5e367a9038226ec0,,,,,1,1,,,,,1,,,,,,1,,1,1,,,,1,1
5e441bb7f72fdade,,,,,,,,,,,,,,,,,1,,,,,,,,
5e7462af64ab40d9,,,,1,,1,,,,1,,,,,,,,,,,1,,,1,1
5eb57b6cfe49bbc5,1,,,,1,,,,,,,,1,,,1,,,1,,,,,,
5ec5448c6bc4e86d,,,,,,,,,1,,,,,,,,,,,1,,1,,,
5ec62779e62b2157,,,,,,,1,,,,,,,,,,1,,,,,,,1,
5f0f83dfd9ef6337,,,,,1,,,,,,,,,1,,,1,,1,,,,,,
5f0ffbe6d0590b5f,,,,,,1,,,,1,,,,,,,,,,,,,,1,1
5f2e81481303ed22,1,,,,,,,,,,,,,,,1,,,1,,,,,,
5f4ea7c0198aecd9,,,,,,,,,,,,,,,,1,1,,1,,,,1,,
5f8bfe07a1e17382,,,,,,,,,,,,1,,,,,,,,,,,,,
5f10a79567e630bf,,,,,1,1,,,,1,,,,,,1,1,,1,,1,,,1,1
5f82b796a28bdf65,,,1,,,1,,,,,,,,,,1,1,,,,,,,1,1
5f17229cfabf8419,,,,,,1,,,,,,,,,,,1,,1,,1,,1,1,1
5f53692a6c3493c1,,,,,,1,,,,1,,,,,,,,,1,,,,,1,1
5fa2eafe9a2105bd,,,,,1,,,,,1,,,,,,,1,,1,,,,,,
5fa8732e2d17e20f,,,,,,1,,1,,1,1,,,,,,,,,1,,,,1,1
5faa767cbd1ebf1e,,,,,1,1,1,,,1,1,,,,,,1,,,1,,,,1,1
5faf4d386d5754e1,,,,,,,1,,,,,,,,,,1,,,,,,,,
5fbe9c7ac364d8ec,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
5fc4c61f4f8956ff,1,,,,,1,,,,,,,,1,,,,,1,,,,,1,1
5fc539471496cad1,,,,,1,,,,,,,,,,,,1,,1,,,,,,
5fd9d527f9dae577,,,,,,1,,,,1,,,,,,,,,,,,,,1,1
5fe17a11648c0a55,,,,,1,,,,,,,,,,,,,,,,,,,,
5fe0435f789bc9fe,,,,,,1,,,,,,1,,,,,,,,,,,,1,1
5ff986d798b66134,1,,,,1,1,,,,1,,,,,,,1,,1,,,,,1,1
06a5f3f53ded298b,,,,,1,,,,,,,,,,,,1,,,,,,1,,
06a554f8a96718ea,,,,,,,,,,,1,,,,,,1,,,,,,,,
06b9450194965cca,,,,,,,1,,,,,,,,,1,,,,,,,,1,
06c5f87181c30e00,1,,,,,,,,,,,,,,,,,,,,,,,,
06d478dedd964618,,,,,,,1,,,,,,,,,1,1,,1,,,,,1,
06e61ebc07e5eebc,,,1,,,1,,,,1,,,,,,,,,,,1,,,1,1
6a02e6ce19f7a925,,,,,,,,,,,,,,,,1,1,,1,,,,1,,
6a2f8c186f7b9147,,,,,,,,,,,1,,,,,,,,,,,,,1,1
6a8a82c16615d73c,1,,,1,,1,,,,,,,,,,1,,,,,,,,1,1
6a66c7251d56d52c,,,1,,1,1,,,,,,,,,,,1,,1,,,,1,1,1
6a82bc8c2743666e,,,,,,1,,,,,,,,,,,1,,1,,1,,1,1,1
6a20677eee04fd08,,,,,1,1,,,,,,,,,,,4,,,,,,,1,1
6aa1c3f3b3956954,,,,,,1,,,,,,,,,,,,,,,,,,1,1
6ac3142b2b29ab6b,1,,,,,1,,,,,,,,,,,1,,,,,,,1,1
6ad5cf621e09301d,,,,,1,,,,,,,,,,,1,,,1,,,,1,1,1
6b0adf9cd28d9a28,,,,,,,,,,1,1,,,,,,,,,1,,,,,
6b3e65c6e4c16bfd,,,,,,,,,,,,,,,,,,,,,,,,,
6b4a598fc0d4cc11,1,,,,1,,,,,,,,,,,1,,,1,,,,1,,
6b8b527a9b230af2,,,,,,,,,,,,,,,,,1,,1,,,,1,,
6b8f3533c5bd42dc,,,,1,,1,,,,,,,,,,,,,,,,,,,
6ba7f7ad663cc9c4,,,,,,1,,,,,,,,,,,1,,,,1,,,1,1
6bba6eedf656ae6e,,,,,1,,,,,,,,,,,,,,,,,,,,
6bbcfa9fecea9a81,,,,,1,,,,,,,,,,,1,1,,,,,,1,,
6bc8b74bef6ffdc9,1,,,1,1,,,,,,,,,,,1,1,,1,,,,1,,1
6bc17e16228c12fb,,,,,,,,,,1,,,,,,,1,,,,,,,,
6be244c61a761336,,,,,1,1,,,,,1,,,,,,,,1,,,,,1,1
6c1a4c50250df2d9,,,,,,1,,,,,,,,,,,1,,1,,,,,1,1
6c2d44f9a68bbe96,,,,,,,,,,,,,,,,1,1,,1,,,,,,
6c6bd55413d228ed,,,,,1,,1,,,1,1,,,,,,,,,1,,,,,
6c6eacd3be5931cf,,,,,1,,,,,,,,,,,1,1,,1,,,,1,,
6c7e18c6a226cd3b,,,,,,,,,,,,,,,,,1,,1,,,,,,
6c9e6b8019efad01,,,,,1,,,,,,,,,,,1,1,,1,,,,,,
6c62d80e3ee868dd,1,,,,1,,,,,1,,,,,,,1,,1,,,,,,
6c82dbfb56d70187,1,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
6c096fb0cafb8c4d,,,,,,,,,,,,,,,,,1,,1,,,,,,
6c490b0f70e9d42b,,,,,,,,,1,1,1,,,,,,,,,1,,,,,
6c608a543a621752,,,,,,,,,,,,,,,,,1,,,,,,,,
6c906fe112f15285,,,,,1,1,,,,1,,,,,,,1,,,,,,,1,1
6c4677a4762b101a,,1,1,1,,1,,,,1,,,,,,,,,,,,,,1,1
6ca5fb4d1a5cfe53,,,,,,1,,,,,,,,,,,,,,,1,,,1,1
6cdf1eadd257782c,,,,,1,1,,,,,,,,,,,1,,1,,1,,,1,1
6cdf18e9ae53aa35,1,,,,1,,,,,,,,,,,1,1,,1,,,,,,
6cf2dfab8495d767,,,,,,,1,,,1,,,,,1,,,,,,,,,1,
6cf3b0c0a69d49ec,,,,,1,1,,,,,,,,,,,,,,,,,,1,1
6cfcfb82c8c80c28,,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
6d2f86456dac3f2c,,,,,,,,,,,,,,,,,,,1,,,,,,
6d5b7062f2b1441c,,,,,,1,,,,1,,,,,,,,,,,,,,1,1
6d5f3a67a72feba1,,,,,,,,,,,,,,1,,1,,,,,,,,,
6d8e83bdb15c9a5e,,,1,,1,1,,,,,,,,,,,,,,,,,,1,1
6d68c010d381b6da,,,,,,1,,,,1,,,,,,,,,,,,,,1,1
6d726a1360351c9d,,,,,1,1,,,,1,,,,,,,,,,,,,,1,1
6d4783212cb07333,,,,,,,,,,,,,,,,1,1,,1,,,,,,
6d83931118ed888e,1,,,,1,1,,,,1,,,,,,,1,,,,,,,1,1
6dc99e4788626798,1,,,,,,,,,,,,,,,1,1,,1,,,,,,
6dc43511d5d4f597,,,1,,,1,,,,,,,,,,,,,,,1,,,1,1
6ddb2c4d2549bba1,,,,,,,1,,,,,,,,,,1,,,,,,,1,
6df0e8c47e6dce7d,,,,,1,,,,,1,,1,,,,,,,,,,,,,
6dfdd94dd8239291,,,,,,,,,,,,,,,,,,,,,,,,,
6e0fdfabfb41a9b9,1,,,,,,,,,,,,,1,,,,,1,,,,,,1
6e2cf11fc187e7ff,,,,,,1,,,,,,,,,,,1,,1,,1,,1,1,1
6e4a090636d602c0,,,,,,,,,,,,,,,,1,1,,,,,,1,,
6e4af0f4fdaab6e6,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
6e4f27dd62eac455,,,,,1,,,,,,,,,,,,,,,,,,,,
6e8c4cbfbd596121,,,,,,1,,,,1,1,,,,,,,,,,,,,1,1
6e154f8bf35ed049,1,,,,,,,,,,,,,,,1,,,1,,,,,1,1
6e458d9088a43169,,,,,,,,,,,,,,1,,,1,,1,,,,,,
6e632b424c3734ad,,,,,1,1,,,,,,,,,,,1,,,,1,,,1,1
6e36814f093544b3,,,1,,,1,,,,,,,,,,,,,,,,,,1,1
6e65246a225f255d,,,,,,,,,,1,1,,,,,,,,,1,,,,,
6ea73cd35be1e4ce,,,,,,1,,,,,1,,,,,,1,,,,,,,1,1
6eadaea45d86c5f8,,,1,,,1,,1,,1,,,,,,,,,,,,,,1,1
6eb4e278849bd523,,,,,1,1,,,,1,1,,,,,,1,,,,,,,1,1
6edf478ebb05c2da,,,,,,,,,,,,,1,,,,,,,,,,,,
6edfa0f58765e139,,,,,1,1,,,1,1,1,,,,,,,,,1,,,,1,1
6ef26d875ac4caf2,,,,1,,1,,,,1,1,,,,,,,,,,1,,,1,1
6efacc82b2c21024,,,,,,,1,,,,,,,,,,1,,,,,,,1,
6f1a1845a83fb3cd,,,,,1,,,,,1,,,,,,,,,,,,,,,
6f1aeba0404509dd,,,,,,,,,,,1,,,,,,1,,,,,,,,
6f1c4ea262598dcf,,,,,1,1,,,,1,,,,,,,,,,,,,,1,1
6f2f0cf8a9076421,1,,,1,,1,1,,,,,,,,,,,,,,,,,1,1
6f9f9fbb56fdb1e8,1,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
6f19ec1f1afb688f,,,,,,,,,,,,,,,,1,1,,1,,,,1,,
6f76b4c1f1b56cd2,,,,,1,1,,,,,,,,,,,1,,1,,,,1,1,1
6f495f6d8f0612bb,,,,,,,,,,1,1,,,,,,,,,1,,,,,
6f2304d2f4b6ebab,,,,,,1,,,,,,,,,1,,,,,,,,,1,1
6f32668f51ffdfa0,,,,,,,,,,1,1,,,,,,,,,1,,,,,
6fa0fefa1e7878db,1,,,,1,1,,,,,,,,,,,,,,,,,,1,1
6fa64079d13794ad,,,,,1,,,,,1,,,,,,,,,,,,,,,
6fbd5e8112a64c6e,,,,,1,,,,,,,,,,,,1,,1,,,,,,
6fbfaa04f96fe365,1,,1,,1,,,,,,,,,,,,,,,,,,,,1
6fcb6358a475945f,,,,,,,,,,,,,,,,,1,,1,,,,,,
6fd3c162733814c2,,,,,1,,,,,,,,,,,,1,,1,,,,,,
07f240fea1a3fc77,1,,,,1,,,,,,,,,,,,1,,1,,,,,,
7a1e1e93bf81a6ba,,,,,1,,,,,1,,,,,,1,1,,1,,,,,1,1
7a4d094972beb708,,,,,,1,1,,,,,,,,,1,1,,,,,,1,1,1
7a5ff4c555b6dfae,,,,,,1,,,,1,,,,,,1,1,,1,,,,1,1,1
7a6f91e39b9df09f,,,,,,,1,,,,,,,,,,1,,,,,,,1,
7a9c76bef24a6a74,,,1,,,1,,,,,,,,,,,,,,,,,,1,1
7a44c872f1b4ba88,,,,,,1,,,,1,,,,,1,,,,,,,,,1,1
7a57af23f28b7ae5,,,1,,,,,,,1,,,,,,,,,,,,1,,,
7a60e5410980d28c,,,,,,,,,,,,,,,,,,,,,,,,,
7a749ef786ebf611,,,,,,1,,,,1,,,,,,,1,,,,1,,,1,1
7a846569ed662bc9,1,,,,,1,,,,,,,,,,,,,,,,,,1,1
7aba4907b1fdef1a,1,,,,1,1,,,,1,,,,,,,,,1,,,,,1,1
7ac1cc63318ac60c,1,,,,1,,,,,,,,,,,,1,,,,,,,,
7ad0d045d2889f6f,,,,,,,,,,,,,,,,1,1,,1,,,,1,,
7aeef7ea7f1e565a,1,,,,1,,,,,,,,,,,,1,,,,,,,,
7afcb59f6bbcd2db,1,,,,1,1,,,,,1,,,,,1,1,,1,,,,,1,1
7b9c7839f28f6a24,,,,,,1,,,,,,,,,,1,1,,1,,,,1,,1
7b019af4cec24656,,,,,,1,,,,,,,,,,,,,,,,,,1,1
7b46bc41799aec01,,,1,,1,,,,,,,,,,,,,,1,,,,,,
7b714f87e7948e02,,,,,1,1,,,,1,1,,,,,,1,,,1,,,,1,1
7b1103da1795c95f,,,,,,,,,,,,,,,,1,,,1,,,,1,1,1
7b91964d6b53d35d,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,1
7b960019fb6d78c1,,,,,,,,,,1,1,,,,,,1,,,,,,,,
7b5516264a62179f,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
7ba496c0a26e5e34,,,,,,,,,,,,,,,,,1,,,,,,,,
7bbebeb3720ca511,1,,,,1,,,,,,,,,1,,,1,,,,,,,,
7bc2aad5ab6d0a80,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
7bcd9e32efaba67b,,,,,,,,,,,,,,,,,,,,,,,,,
7bd889a69dcccb42,,,,,1,,,,,1,,,,1,,,,,1,,,,,,1
7be8584d6e30803c,,,,1,1,1,,,,,,,,,,,,,1,,,,,1,1
7c1e5cda0213d223,,,,,,1,,,,,,,,,1,,1,,,,,,,1,1
7c4fa4889f79cace,1,,,,1,,,,,,,,,,,1,1,,1,,,,1,,
7c7de6f79f842b10,,,,,,,1,,,,,,,,,,1,,,,,,,1,
7c460df96a4c4894,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
7c05762a55ce6d8f,,,,,1,,,,,,,,,,,,1,,,,,,,,
7c65860c8bbb79d5,,,,,1,,,,,,,,,,,,1,,1,,,,,,
7c8247011e5c390b,,,,,1,1,,,,1,1,,,,,,,,,,,,,1,1
7c56844482223b6d,,,,,,,,,1,1,1,,,,,,,,,1,,,,,
7c920772719210f0,,,,,,,,,,,,,,,,1,1,,1,,,,,,
7caba0f744026a00,,,,,1,,,,,,,,,1,,,1,,1,,,,1,,
7cad20daa647f304,1,,,,1,,,,,1,,,,,,1,,,1,,,,,1,1
7ce3fc821585fe0e,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
7d1cb6eec3e2d13f,,,,,,1,,,,,,,,,,,1,,,1,,,,1,1
7d4a22b3d34dbd79,,,,,1,,,,,,,,,,,,,,,,,,,,
7d7f9f010b8d3059,,,,,,,,,,,,,,,,,1,,,,,,,,
7d7f290216b51d1d,,,,1,,,1,,,,,,,,,,,,,,,,,1,
7d9bfada1a15d6eb,,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
7d10b8e054adf99a,,,,,1,1,1,,,,,,,,,,1,,1,,1,,,1,1
7d55e0f0414b09ac,,,,,,1,,,,,,,,,,,1,,,,1,,,1,1
7d84b9c9e9e1bc18,,,,,,,,,,,,,,,,,1,,,,,,,,
7d29357e57113f81,,,,,,,1,,,,,,,,,1,,,,,,,,1,
7df6538ef8db7e25,,1,,,1,1,,,,,,,,1,,,,,1,,1,,,1,1
7e1eff0868be2ea0,1,,,,1,1,,,,,,,,,,,,,1,,,,,1,1
7e4d7f86f21b29ce,,,,,,1,,,,,,,,,1,,,,,,,,,1,1
7e7f4d365c0603e0,,,,,,,,,,1,1,,,,,,,,,1,,,,,
7e93b527286990e4,,,1,,,,,,,1,,,,,,,,,,,,,,,
7e619a0f47a99354,,,,,,1,,,,,1,,,,,1,1,,,,,,1,1,1
7e883de4bb070c5b,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
7e24001de2ee4dfc,,,,,1,,,,,1,,,,,,,1,,1,1,,,,,
7e295288b9607043,,,,,,,,,1,1,,,,,,,,,,,,1,,,
7ec21fc26d378889,,,,,,,,,,,,,,,,,,,,,,,,,
7ed897e16cdda6fe,,1,,,1,1,,,,1,,,,1,,,,,,,,,,1,1
7edf91a48c4c1117,,,,,,,1,,,,,,,,,,,,,,,,,1,
7efd9c3dba023ee9,,,,,,,1,,,,1,,,,,,1,,,,,,,1,
7f2bac407a8c6f95,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
7f6b9e354d3969be,,,,,,,,,,1,1,,,,,,,,,1,,,,1,1
7f8bf3a6eb66f9de,1,,,,1,1,1,,,,,,,,,,,,1,,,,,1,1
7f22a3fcaae9203f,1,,,,,1,,,,,,,,,,1,1,,1,,,,,1,1
7f405a1b50aee801,,,,,1,1,,,,,,,,,,1,1,,1,,,,1,1,1
7f859a6b873fad13,,,,,,,,,,,,,,,,,1,,1,,,,1,,
7f7215add408832e,,,,,,1,,,,,,,,,,,1,,,,,,,1,1
7f643602cfadc83d,,,,,,,,,,,,,,,,,,,,,,,,,
7f655481119befbe,,,,,,,,,,,,,,,,1,1,,1,,,,1,,
7fa35a741f9d98df,,,,,1,,,,,,,,,,,1,1,,1,,,,1,,
7fa47560ee92984d,,,,,1,,,,,,,,,,,1,1,,1,,,,1,,
7fb71e3425c3dd4d,,,,,1,,,,,1,1,,,,,1,1,,1,1,,,1,,
7fde1896961ceeae,,,,,1,,,,,1,,,,,,,1,,1,,,,,,1
7fe0d0e7cad51cc5,,,,,1,,1,,,,,,,,,,,,,,,,,1,1
7fe9fc34b8966f46,,,,,1,,,,,,,,,,,,,,,,,,,,
08a47224dca15408,,,,,,,,,1,,1,,,,,,,,,1,,,,,
08baba2e58838d7f,,,1,,1,1,,,,,,,,,,,1,,,,,,,1,1
08d7fe500c072631,,,,,,,,,,,1,,,,,,,,,1,,,,,
08dbfb19f7bd3c2b,1,,,1,,1,1,,,,,,1,,,,1,,1,,,,1,1,1
08f0277831cc0008,,,,,,,,,,,,,,,,,1,,,,,,,,
8a2d854705c6d3bd,,,,,1,1,,,,,,,,,,,1,,1,,1,,,1,1
8a8fa55ac07522e2,,,,,,,,,,,,,,,,,1,,1,,,,,1,1
8a21c28e4f4786e0,,,,,1,,,,,1,,,,1,,1,1,,,,,,,,
8a90d5637d5018c3,,,,,,,,,,,1,,,,,1,,,,,,,1,,
8a603b7b70d6224e,,,,1,,1,1,,,,,,,,1,,1,,,,,,,1,1
8a960ee9ff5953d8,1,,,,,,,,,,,,,,,,1,,1,,,,1,,
8a5556c0389f3bd0,,,,,1,,,,,1,,,,,,,1,,1,,,,,,
8a39597a4e39e988,1,,1,,,1,,,,,,,,,,,,,,,,,,1,1
8aa50f80a4cc3fb3,,,,,1,,,,,,,,,,,,1,,1,,,,1,,
8aaad63f0eaefe33,,,,,,,,,,,,,,,,,1,,1,,,,,,
8ac0c9c41c514b87,1,,,,,,,,,,,,,,,,1,,1,,,,,,
8ac465296a30a14e,,,,,,,1,,,,1,,,,,,1,,,,,,,1,
8aed419bc285a228,,,1,,,,,,,1,,,,,,,,,,,,,,,
8af6d737526f3b2c,,,,,,,1,,,,,,,,,,1,,,,,,,1,
8b1f171e8b19699c,,,,,,,,,,,,,,,,,,,,,,,,1,1
8b9f927ba10b27be,,,,,,,,,,,1,,,,,,,,,,,,,,
8b46fb83b7bfd6d7,1,,,,1,1,,,,,,,,,,,,,,,,,,1,1
8b65c195543cbd02,,,,,,,,,,1,,,,,,,,,,1,,,,,
8b78f5c77b5d2cd0,,,,,,,,,,1,1,,,,,,,,,1,,,,,
8b80ba45f761884d,1,,,1,1,,,,,,,,,,,1,,,1,,,,,1,1
8b84b3d6a6cb1aca,1,,,1,1,1,1,,,1,1,,,,,,1,,,,,,,1,
8b305eedcf5dae91,1,,,,1,,,,,,,,,,,,1,,1,,,,,,
8b633d30b014f7b4,,,,,,,,,,,,,,,,,1,,,,,,,,
8b648f4ab70681ac,,,,,1,,,,,,,,,1,,,1,,1,,,,1,,
8b08690c2f1e57ac,1,,,,1,1,,,,1,,,,,,,,,,,,,,1,1
8b9016f8f5ae7871,1,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
8bb459f91c3d43d5,,,1,,,,,,,1,,,,,,,,,,,,,,,
8bcc494297f82689,,,,,1,,,,,1,,,,,,,,,,,,,,,
8be076c2053f742f,,,,,,1,,,,,,,,,,,,,,,,,,1,1
8c5db4da32a277fa,,,,,,,,1,,,,,,,,,,,,,,,,,
8c9f396d95e83f39,,,1,,1,1,,,,,,,,,,,1,,1,,1,,,1,1
8c42e85009679a08,1,,,,1,,,,,,,,,,,,1,,1,,,,,,
8c243e3bad2bf015,,,,,1,1,,,,,,,,,,,,,,,,,,1,1
8cd50e89f22873e7,,,,1,,1,,,,1,,,1,,,,,,,,1,,,1,1
8cdb51946a1ee30e,,,1,,1,1,,,,,,,,,,,1,,,,1,,1,1,1
8ce3b0f8d027937e,,,,,,,,,,1,1,,,,,,1,,,,,,,,
8cf66ee6bfca5fd3,,,,,1,1,,,,,,,,,,,,,1,,,,,1,1
8cfe5e4ae8eeed6c,,,,,,1,,,,1,1,,,,,,1,,,,,,,1,1
8d1fe5092126322b,,,,1,,,1,,,1,,,1,,,,,,,1,,,,1,
8d3ae84066e39d0b,,,,,1,,,,,,,,,,,1,1,,1,,,,,,
8d05baee5969b212,1,,,,1,1,,,,1,,,,,,1,,,1,,,,,1,1
8d5ce6ae1dc2944a,,,,,1,1,,,,,,,,,,,1,,1,,,,,1,1
8d9c7324496a3255,,,,,,1,,,,,,,,,,,,,,,,,,1,1
8d12a7b3adeb2d0f,,,,,,,,,,1,1,,,,,,,,,1,,,,,
8d52d1b5232437c0,1,,,,,,,,,,,,,,,1,,,,,,,,,
8d185506d4b6729b,,,,,1,1,,,,,,,,,,,,,,,,,,1,1
8d580880abc39725,,,,,,1,,,,,,,,,1,1,,,1,,,,1,1,1
8d1732779f3f4dee,,,,,,,,,1,1,1,1,,,,,,,,,,,,,
8d565891298d8f94,,,,,1,,,,,1,,,,,,,,,1,,,,,1,1
8db7114cc5955772,,,,,,1,,,,,,,,,,,1,,1,,1,,1,1,1
8dc2a6db0d097a78,,,,,,,,,,,1,,,,,,,,,1,,,,,
8dcd3272c9122b6b,,,,,1,1,,,,,1,,,,,,,,1,1,,,,1,1
8dfb8d403a1dd97b,,,,,1,,,,,,,,,,,,1,,1,,,,,,
8e0c137c8f833dbe,1,,,,1,1,,,,,,,,,,,,,,,,,,1,1
8e0cb0b04edf5082,,,,,,1,,,,1,1,,,,,,1,,,,,,,1,1
